ID	Gene Name	Species	GOTERM_CC_DIRECT
ENSG00000124493	glutamate metabotropic receptor 4(GRM4)	Homo sapiens	GO:0005622~intracellular,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0031410~cytoplasmic vesicle,GO:0042734~presynaptic membrane,
ENSG00000168959	glutamate metabotropic receptor 5(GRM5)	Homo sapiens	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0014069~postsynaptic density,GO:0016021~integral component of membrane,GO:0043005~neuron projection,GO:0070062~extracellular exosome,
ENSG00000196277	glutamate metabotropic receptor 7(GRM7)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0005938~cell cortex,GO:0016021~integral component of membrane,GO:0030424~axon,GO:0030425~dendrite,GO:0032279~asymmetric synapse,GO:0042734~presynaptic membrane,GO:0043198~dendritic shaft,GO:0043235~receptor complex,GO:0045211~postsynaptic membrane,GO:0048786~presynaptic active zone,
ENSG00000179603	glutamate metabotropic receptor 8(GRM8)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0042734~presynaptic membrane,
ENSG00000155974	glutamate receptor interacting protein 1(GRIP1)	Homo sapiens	GO:0005783~endoplasmic reticulum,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0016023~cytoplasmic, membrane-bounded vesicle,GO:0030054~cell junction,GO:0030425~dendrite,GO:0043005~neuron projection,GO:0045121~membrane raft,GO:0045211~postsynaptic membrane,GO:0055037~recycling endosome,
ENSG00000144596	glutamate receptor interacting protein 2(GRIP2)	Homo sapiens	GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0014069~postsynaptic density,GO:0043198~dendritic shaft,GO:0045211~postsynaptic membrane,
ENSG00000105447	glutamate rich WD repeat containing 1(GRWD1)	Homo sapiens	GO:0005634~nucleus,GO:0005730~nucleolus,GO:0005737~cytoplasm,
ENSG00000001084	glutamate-cysteine ligase catalytic subunit(GCLC)	Homo sapiens	GO:0005829~cytosol,GO:0016021~integral component of membrane,GO:0017109~glutamate-cysteine ligase complex,
ENSG00000166123	glutamic--pyruvic transaminase 2(GPT2)	Homo sapiens	GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,
ENSG00000167701	glutamic--pyruvic transaminase(GPT)	Homo sapiens	GO:0005615~extracellular space,GO:0005829~cytosol,GO:0070062~extracellular exosome,
ENSG00000120053	glutamic-oxaloacetic transaminase 1(GOT1)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005764~lysosome,GO:0005829~cytosol,GO:0043679~axon terminus,GO:0070062~extracellular exosome,
ENSG00000125166	glutamic-oxaloacetic transaminase 2(GOT2)	Homo sapiens	GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,GO:0005759~mitochondrial matrix,GO:0005886~plasma membrane,GO:0009986~cell surface,GO:0043204~perikaryon,GO:0043209~myelin sheath,GO:0043234~protein complex,GO:0070062~extracellular exosome,
ENSG00000135423	glutaminase 2(GLS2)	Homo sapiens	GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,
ENSG00000115419	glutaminase(GLS)	Homo sapiens	GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0005829~cytosol,
ENSG00000198218	glutamine rich 1(QRICH1)	Homo sapiens	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,
ENSG00000198380	glutamine--fructose-6-phosphate transaminase 1(GFPT1)	Homo sapiens	GO:0005829~cytosol,GO:0070062~extracellular exosome,
ENSG00000011478	glutaminyl-peptide cyclotransferase like(QPCTL)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005794~Golgi apparatus,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000115828	glutaminyl-peptide cyclotransferase(QPCT)	Homo sapiens	GO:0070062~extracellular exosome,
ENSG00000130348	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1(QRSL1)	Homo sapiens	GO:0005739~mitochondrion,GO:0030956~glutamyl-tRNA(Gln) amidotransferase complex,
ENSG00000138792	glutamyl aminopeptidase(ENPEP)	Homo sapiens	GO:0005765~lysosomal membrane,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0005903~brush border,GO:0009897~external side of plasma membrane,GO:0016021~integral component of membrane,GO:0016324~apical plasma membrane,GO:0031410~cytoplasmic vesicle,GO:0045177~apical part of cell,GO:0070062~extracellular exosome,
ENSG00000136628	glutamyl-prolyl-tRNA synthetase(EPRS)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016020~membrane,GO:0017101~aminoacyl-tRNA synthetase multienzyme complex,GO:0030529~intracellular ribonucleoprotein complex,GO:0097452~GAIT complex,
ENSG00000059691	glutamyl-tRNA amidotransferase subunit B(GATB)	Homo sapiens	GO:0005739~mitochondrion,GO:0030956~glutamyl-tRNA(Gln) amidotransferase complex,
ENSG00000257218	glutamyl-tRNA amidotransferase subunit C(GATC)	Homo sapiens	GO:0005739~mitochondrion,GO:0030956~glutamyl-tRNA(Gln) amidotransferase complex,
ENSG00000103356	glutamyl-tRNA synthetase 2, mitochondrial(EARS2)	Homo sapiens	GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,
ENSG00000023572	glutaredoxin 2(GLRX2)	Homo sapiens	GO:0005623~cell,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0030425~dendrite,GO:0043025~neuronal cell body,GO:0043231~intracellular membrane-bounded organelle,
ENSG00000108010	glutaredoxin 3(GLRX3)	Homo sapiens	GO:0005634~nucleus,GO:0005938~cell cortex,GO:0030018~Z disc,GO:0030425~dendrite,GO:0070062~extracellular exosome,
ENSG00000182512	glutaredoxin 5(GLRX5)	Homo sapiens	GO:0005634~nucleus,GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0030425~dendrite,GO:0043025~neuronal cell body,
ENSG00000173221	glutaredoxin(GLRX)	Homo sapiens	GO:0005634~nucleus,GO:0005739~mitochondrion,GO:0005829~cytosol,GO:0070062~extracellular exosome,
ENSG00000105607	glutaryl-CoA dehydrogenase(GCDH)	Homo sapiens	GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,
ENSG00000138780	glutathione S-transferase C-terminal domain containing(GSTCD)	Homo sapiens	GO:0005737~cytoplasm,GO:0070062~extracellular exosome,
ENSG00000170899	glutathione S-transferase alpha 4(GSTA4)	Homo sapiens	GO:0005829~cytosol,
ENSG00000197448	glutathione S-transferase kappa 1(GSTK1)	Homo sapiens	GO:0005622~intracellular,GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,GO:0005759~mitochondrial matrix,GO:0005777~peroxisome,GO:0016020~membrane,GO:0043231~intracellular membrane-bounded organelle,GO:0070062~extracellular exosome,
ENSG00000134184	glutathione S-transferase mu 1(GSTM1)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,
ENSG00000213366	glutathione S-transferase mu 2(GSTM2)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016529~sarcoplasmic reticulum,GO:0070062~extracellular exosome,
ENSG00000134202	glutathione S-transferase mu 3(GSTM3)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0035686~sperm fibrous sheath,GO:0070062~extracellular exosome,
ENSG00000168765	glutathione S-transferase mu 4(GSTM4)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,
ENSG00000134201	glutathione S-transferase mu 5(GSTM5)	Homo sapiens	GO:0005829~cytosol,
ENSG00000148834	glutathione S-transferase omega 1(GSTO1)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0070062~extracellular exosome,
ENSG00000065621	glutathione S-transferase omega 2(GSTO2)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0070062~extracellular exosome,
ENSG00000084207	glutathione S-transferase pi 1(GSTP1)	Homo sapiens	GO:0005615~extracellular space,GO:0005622~intracellular,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0031982~vesicle,GO:0070062~extracellular exosome,GO:0097057~TRAF2-GSTP1 complex,
ENSG00000133433	glutathione S-transferase theta 2B (gene/pseudogene)(GSTT2B)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0070062~extracellular exosome,
ENSG00000100577	glutathione S-transferase zeta 1(GSTZ1)	Homo sapiens	GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005829~cytosol,
ENSG00000233276	glutathione peroxidase 1(GPX1)	Homo sapiens	GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0005829~cytosol,GO:0070062~extracellular exosome,GO:0097413~Lewy body,
ENSG00000176153	glutathione peroxidase 2(GPX2)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0070062~extracellular exosome,
ENSG00000211445	glutathione peroxidase 3(GPX3)	Homo sapiens	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0070062~extracellular exosome,
ENSG00000116157	glutathione peroxidase 7(GPX7)	Homo sapiens	GO:0005576~extracellular region,GO:0005783~endoplasmic reticulum,GO:0005788~endoplasmic reticulum lumen,
ENSG00000164294	glutathione peroxidase 8 (putative)(GPX8)	Homo sapiens	GO:0005788~endoplasmic reticulum lumen,GO:0016021~integral component of membrane,
ENSG00000100983	glutathione synthetase(GSS)	Homo sapiens	GO:0005829~cytosol,GO:0070062~extracellular exosome,
ENSG00000104687	glutathione-disulfide reductase(GSR)	Homo sapiens	GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0005829~cytosol,GO:0009897~external side of plasma membrane,GO:0070062~extracellular exosome,
ENSG00000111640	glyceraldehyde-3-phosphate dehydrogenase(GAPDH)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005811~lipid particle,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0015630~microtubule cytoskeleton,GO:0016020~membrane,GO:0030529~intracellular ribonucleoprotein complex,GO:0031012~extracellular matrix,GO:0031965~nuclear membrane,GO:0031982~vesicle,GO:0043231~intracellular membrane-bounded organelle,GO:0048471~perinuclear region of cytoplasm,GO:0070062~extracellular exosome,GO:0097452~GAIT complex,
ENSG00000198814	glycerol kinase(GK)	Homo sapiens	GO:0005739~mitochondrion,GO:0005741~mitochondrial outer membrane,GO:0005829~cytosol,GO:0070062~extracellular exosome,
ENSG00000186281	glycerol-3-phosphate acyltransferase 2, mitochondrial(GPAT2)	Homo sapiens	GO:0005739~mitochondrion,GO:0005741~mitochondrial outer membrane,GO:0016021~integral component of membrane,
ENSG00000138678	glycerol-3-phosphate acyltransferase 3(GPAT3)	Homo sapiens	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016021~integral component of membrane,
ENSG00000158669	glycerol-3-phosphate acyltransferase 4(GPAT4)	Homo sapiens	GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000119927	glycerol-3-phosphate acyltransferase, mitochondrial(GPAM)	Homo sapiens	GO:0005741~mitochondrial outer membrane,GO:0005743~mitochondrial inner membrane,GO:0005886~plasma membrane,GO:0016021~integral component of membrane,
ENSG00000152642	glycerol-3-phosphate dehydrogenase 1-like(GPD1L)	Homo sapiens	GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0009331~glycerol-3-phosphate dehydrogenase complex,GO:0070062~extracellular exosome,
ENSG00000115159	glycerol-3-phosphate dehydrogenase 2(GPD2)	Homo sapiens	GO:0005743~mitochondrial inner membrane,GO:0009331~glycerol-3-phosphate dehydrogenase complex,GO:0016021~integral component of membrane,
ENSG00000153982	glycerophosphodiester phosphodiesterase domain containing 1(GDPD1)	Homo sapiens	GO:0005737~cytoplasm,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000130055	glycerophosphodiester phosphodiesterase domain containing 2(GDPD2)	Homo sapiens	GO:0005737~cytoplasm,GO:0005884~actin filament,GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0030027~lamellipodium,
ENSG00000102886	glycerophosphodiester phosphodiesterase domain containing 3(GDPD3)	Homo sapiens	GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,
ENSG00000158555	glycerophosphodiester phosphodiesterase domain containing 5(GDPD5)	Homo sapiens	GO:0016021~integral component of membrane,GO:0030424~axon,GO:0030426~growth cone,GO:0043025~neuronal cell body,GO:0097038~perinuclear endoplasmic reticulum,
ENSG00000100116	glycine C-acetyltransferase(GCAT)	Homo sapiens	GO:0005654~nucleoplasm,GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,
ENSG00000178445	glycine decarboxylase(GLDC)	Homo sapiens	GO:0005634~nucleus,GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005960~glycine cleavage complex,
ENSG00000101958	glycine receptor alpha 2(GLRA2)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0030054~cell junction,GO:0034707~chloride channel complex,GO:0042995~cell projection,GO:0045211~postsynaptic membrane,
ENSG00000145451	glycine receptor alpha 3(GLRA3)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,GO:0016935~glycine-gated chloride channel complex,GO:0030054~cell junction,GO:0030425~dendrite,GO:0043204~perikaryon,GO:0045211~postsynaptic membrane,
ENSG00000188828	glycine receptor alpha 4(GLRA4)	Homo sapiens	GO:0005887~integral component of plasma membrane,GO:0030054~cell junction,GO:0030425~dendrite,GO:0034707~chloride channel complex,GO:0043204~perikaryon,GO:0045211~postsynaptic membrane,
ENSG00000109738	glycine receptor beta(GLRB)	Homo sapiens	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016935~glycine-gated chloride channel complex,GO:0030054~cell junction,GO:0030425~dendrite,GO:0045211~postsynaptic membrane,GO:0098982~GABA-ergic synapse,
ENSG00000149124	glycine-N-acyltransferase(GLYAT)	Homo sapiens	GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0070062~extracellular exosome,
ENSG00000111713	glycogen synthase 2(GYS2)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005856~cytoskeleton,GO:0005938~cell cortex,GO:0030864~cortical actin cytoskeleton,GO:0043265~ectoplasm,
ENSG00000105723	glycogen synthase kinase 3 alpha(GSK3A)	Homo sapiens	GO:0005739~mitochondrion,GO:0005829~cytosol,GO:0030877~beta-catenin destruction complex,GO:0098794~postsynapse,
ENSG00000082701	glycogen synthase kinase 3 beta(GSK3B)	Homo sapiens	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005813~centrosome,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0014069~postsynaptic density,GO:0030426~growth cone,GO:0030529~intracellular ribonucleoprotein complex,GO:0030877~beta-catenin destruction complex,GO:0043025~neuronal cell body,GO:0043198~dendritic shaft,GO:0048471~perinuclear region of cytoplasm,GO:0098794~postsynapse,GO:1990909~Wnt signalosome,
ENSG00000182327	glycolipid transfer protein domain containing 2(GLTPD2)	Homo sapiens	GO:0005737~cytoplasm,
ENSG00000139433	glycolipid transfer protein(GLTP)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016020~membrane,GO:0070062~extracellular exosome,
ENSG00000136732	glycophorin C (Gerbich blood group)(GYPC)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016020~membrane,GO:0030863~cortical cytoskeleton,
ENSG00000197465	glycophorin E (MNS blood group)(GYPE)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,
ENSG00000185245	glycoprotein Ib platelet alpha subunit(GP1BA)	Homo sapiens	GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009986~cell surface,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0031362~anchored component of external side of plasma membrane,GO:0070062~extracellular exosome,
ENSG00000203618	glycoprotein Ib platelet beta subunit(GP1BB)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,
ENSG00000150625	glycoprotein M6A(GPM6A)	Homo sapiens	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0030175~filopodium,GO:0043005~neuron projection,GO:0043025~neuronal cell body,GO:0043197~dendritic spine,GO:0044295~axonal growth cone,GO:0070062~extracellular exosome,GO:1903561~extracellular vesicle,
ENSG00000088053	glycoprotein VI platelet(GP6)	Homo sapiens	GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009986~cell surface,GO:0070062~extracellular exosome,GO:0097197~tetraspanin-enriched microdomain,
ENSG00000055211	glycoprotein integral membrane 1(GINM1)	Homo sapiens	GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,
ENSG00000204136	glycoprotein, alpha-galactosyltransferase 1 pseudogene(GGTA1P)	Homo sapiens	GO:0016021~integral component of membrane,GO:0031362~anchored component of external side of plasma membrane,GO:0031985~Golgi cisterna,GO:0032580~Golgi cisterna membrane,
ENSG00000198715	glycosylated lysosomal membrane protein(GLMP)	Homo sapiens	GO:0005634~nucleus,GO:0005764~lysosome,GO:0005765~lysosomal membrane,GO:0005829~cytosol,GO:0016021~integral component of membrane,
ENSG00000197858	glycosylphosphatidylinositol anchor attachment 1(GPAA1)	Homo sapiens	GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,GO:0042765~GPI-anchor transamidase complex,
ENSG00000112293	glycosylphosphatidylinositol specific phospholipase D1(GPLD1)	Homo sapiens	GO:0005578~proteinaceous extracellular matrix,GO:0005615~extracellular space,GO:0005622~intracellular,GO:0005737~cytoplasm,GO:0005765~lysosomal membrane,GO:0043231~intracellular membrane-bounded organelle,GO:0070062~extracellular exosome,
ENSG00000151948	glycosyltransferase 1 domain containing 1(GLT1D1)	Homo sapiens	GO:0005576~extracellular region,GO:0005737~cytoplasm,
ENSG00000016864	glycosyltransferase 8 domain containing 1(GLT8D1)	Homo sapiens	GO:0005794~Golgi apparatus,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000106105	glycyl-tRNA synthetase(GARS)	Homo sapiens	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005759~mitochondrial matrix,GO:0005829~cytosol,GO:0030141~secretory granule,GO:0030424~axon,GO:0070062~extracellular exosome,
ENSG00000124767	glyoxalase I(GLO1)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0070062~extracellular exosome,
ENSG00000167699	glyoxalase domain containing 4(GLOD4)	Homo sapiens	GO:0005739~mitochondrion,GO:0005913~cell-cell adherens junction,GO:0070062~extracellular exosome,
ENSG00000137106	glyoxylate and hydroxypyruvate reductase(GRHPR)	Homo sapiens	GO:0005737~cytoplasm,GO:0005782~peroxisomal matrix,GO:0005829~cytosol,GO:0070062~extracellular exosome,
ENSG00000140632	glyoxylate reductase 1 homolog(GLYR1)	Homo sapiens	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,
ENSG00000063660	glypican 1(GPC1)	Homo sapiens	GO:0005578~proteinaceous extracellular matrix,GO:0005615~extracellular space,GO:0005768~endosome,GO:0005796~Golgi lumen,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0031225~anchored component of membrane,GO:0043202~lysosomal lumen,GO:0045121~membrane raft,GO:0070062~extracellular exosome,
ENSG00000213420	glypican 2(GPC2)	Homo sapiens	GO:0005578~proteinaceous extracellular matrix,GO:0005615~extracellular space,GO:0005783~endoplasmic reticulum,GO:0005796~Golgi lumen,GO:0005886~plasma membrane,GO:0031225~anchored component of membrane,GO:0043202~lysosomal lumen,
ENSG00000147257	glypican 3(GPC3)	Homo sapiens	GO:0005578~proteinaceous extracellular matrix,GO:0005615~extracellular space,GO:0005796~Golgi lumen,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0031225~anchored component of membrane,GO:0043202~lysosomal lumen,GO:0046658~anchored component of plasma membrane,GO:0070062~extracellular exosome,
ENSG00000076716	glypican 4(GPC4)	Homo sapiens	GO:0005578~proteinaceous extracellular matrix,GO:0005615~extracellular space,GO:0005634~nucleus,GO:0005796~Golgi lumen,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0009897~external side of plasma membrane,GO:0031225~anchored component of membrane,GO:0043202~lysosomal lumen,GO:0070062~extracellular exosome,
ENSG00000179399	glypican 5(GPC5)	Homo sapiens	GO:0005576~extracellular region,GO:0005578~proteinaceous extracellular matrix,GO:0005615~extracellular space,GO:0005796~Golgi lumen,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0031225~anchored component of membrane,GO:0043202~lysosomal lumen,
ENSG00000183098	glypican 6(GPC6)	Homo sapiens	GO:0005578~proteinaceous extracellular matrix,GO:0005615~extracellular space,GO:0005634~nucleus,GO:0005796~Golgi lumen,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0031225~anchored component of membrane,GO:0043202~lysosomal lumen,
ENSG00000108587	golgi SNAP receptor complex member 1(GOSR1)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005794~Golgi apparatus,GO:0005797~Golgi medial cisterna,GO:0005801~cis-Golgi network,GO:0005829~cytosol,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0030133~transport vesicle,GO:0031201~SNARE complex,
ENSG00000108433	golgi SNAP receptor complex member 2(GOSR2)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005789~endoplasmic reticulum membrane,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0012507~ER to Golgi transport vesicle membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0031201~SNARE complex,GO:0031902~late endosome membrane,GO:0033116~endoplasmic reticulum-Golgi intermediate compartment membrane,
ENSG00000047932	golgi associated PDZ and coiled-coil motif containing(GOPC)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005737~cytoplasm,GO:0005765~lysosomal membrane,GO:0005794~Golgi apparatus,GO:0005886~plasma membrane,GO:0014069~postsynaptic density,GO:0016020~membrane,GO:0030054~cell junction,GO:0030140~trans-Golgi network transport vesicle,GO:0030425~dendrite,GO:0030660~Golgi-associated vesicle membrane,GO:0043234~protein complex,GO:0045211~postsynaptic membrane,
ENSG00000100083	golgi associated, gamma adaptin ear containing, ARF binding protein 1(GGA1)	Homo sapiens	GO:0005622~intracellular,GO:0005654~nucleoplasm,GO:0005794~Golgi apparatus,GO:0010008~endosome membrane,GO:0016020~membrane,GO:0030131~clathrin adaptor complex,GO:0043231~intracellular membrane-bounded organelle,
ENSG00000103365	golgi associated, gamma adaptin ear containing, ARF binding protein 2(GGA2)	Homo sapiens	GO:0005622~intracellular,GO:0005794~Golgi apparatus,GO:0005802~trans-Golgi network,GO:0010008~endosome membrane,GO:0030131~clathrin adaptor complex,GO:0030136~clathrin-coated vesicle,
ENSG00000125447	golgi associated, gamma adaptin ear containing, ARF binding protein 3(GGA3)	Homo sapiens	GO:0005802~trans-Golgi network,GO:0010008~endosome membrane,GO:0030131~clathrin adaptor complex,
ENSG00000107862	golgi brefeldin A resistant guanine nucleotide exchange factor 1(GBF1)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005739~mitochondrion,GO:0005777~peroxisome,GO:0005788~endoplasmic reticulum lumen,GO:0005793~endoplasmic reticulum-Golgi intermediate compartment,GO:0005794~Golgi apparatus,GO:0005795~Golgi stack,GO:0005801~cis-Golgi network,GO:0005802~trans-Golgi network,GO:0005811~lipid particle,GO:0005829~cytosol,GO:0016020~membrane,GO:0031252~cell leading edge,
ENSG00000090863	golgi glycoprotein 1(GLG1)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005578~proteinaceous extracellular matrix,GO:0005794~Golgi apparatus,GO:0005886~plasma membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0070062~extracellular exosome,
ENSG00000173905	golgi integral membrane protein 4(GOLIM4)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005654~nucleoplasm,GO:0005794~Golgi apparatus,GO:0005796~Golgi lumen,GO:0005801~cis-Golgi network,GO:0010008~endosome membrane,GO:0016020~membrane,GO:0016021~integral component of membrane,GO:0030133~transport vesicle,GO:0030139~endocytic vesicle,GO:0032580~Golgi cisterna membrane,
ENSG00000135052	golgi membrane protein 1(GOLM1)	Homo sapiens	GO:0005615~extracellular space,GO:0005794~Golgi apparatus,GO:0005887~integral component of plasma membrane,GO:0070062~extracellular exosome,
ENSG00000143457	golgi phosphoprotein 3 like(GOLPH3L)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005802~trans-Golgi network,GO:0005829~cytosol,GO:0031985~Golgi cisterna,GO:0032580~Golgi cisterna membrane,GO:0032588~trans-Golgi network membrane,
ENSG00000114745	golgi reassembly stacking protein 1(GORASP1)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005794~Golgi apparatus,GO:0033116~endoplasmic reticulum-Golgi intermediate compartment membrane,
ENSG00000239857	golgi to ER traffic protein 4(GET4)	Homo sapiens	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0071818~BAT3 complex,
ENSG00000174567	golgi transport 1A(GOLT1A)	Homo sapiens	GO:0000139~Golgi membrane,GO:0016021~integral component of membrane,
ENSG00000111711	golgi transport 1B(GOLT1B)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005783~endoplasmic reticulum,GO:0016020~membrane,GO:0016021~integral component of membrane,
ENSG00000136935	golgin A1(GOLGA1)	Homo sapiens	GO:0005622~intracellular,GO:0005794~Golgi apparatus,GO:0005802~trans-Golgi network,GO:0005829~cytosol,GO:0032580~Golgi cisterna membrane,GO:0043231~intracellular membrane-bounded organelle,GO:0048471~perinuclear region of cytoplasm,
ENSG00000238105	golgin A2 pseudogene 5(GOLGA2P5)	Homo sapiens	GO:0005794~Golgi apparatus,
ENSG00000167110	golgin A2(GOLGA2)	Homo sapiens	GO:0000137~Golgi cis cisterna,GO:0000139~Golgi membrane,GO:0000922~spindle pole,GO:0005634~nucleus,GO:0005794~Golgi apparatus,GO:0005801~cis-Golgi network,GO:0005874~microtubule,GO:0005913~cell-cell adherens junction,GO:0030134~ER to Golgi transport vesicle,GO:0032580~Golgi cisterna membrane,GO:0033116~endoplasmic reticulum-Golgi intermediate compartment membrane,GO:0072686~mitotic spindle,
ENSG00000090615	golgin A3(GOLGA3)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0005913~cell-cell adherens junction,GO:0016020~membrane,GO:0017119~Golgi transport complex,GO:0032580~Golgi cisterna membrane,GO:0090498~extrinsic component of Golgi membrane,
ENSG00000144674	golgin A4(GOLGA4)	Homo sapiens	GO:0000139~Golgi membrane,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0005802~trans-Golgi network,GO:0005829~cytosol,GO:0043231~intracellular membrane-bounded organelle,GO:0070062~extracellular exosome,
ENSG00000184206	golgin A6 family-like 4(GOLGA6L4)	Homo sapiens	GO:0005794~Golgi apparatus,
