"id_with_url","name","species","feature_type","description"
"ENSG00000128311","TST","Human","Gene","thiosulfate sulfurtransferase [Source:HGNC Symbol;Acc:HGNC:12388]  GO:0008097 (GO record; description: 5S rRNA binding,) is an external reference matched to Translation ENSP00000249042"
"ENSG00000165496","RPL10L","Human","Gene","ribosomal protein L10 like [Source:HGNC Symbol;Acc:HGNC:17976]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000165496"
"ENSG00000165502","RPL36AL","Human","Gene","ribosomal protein L36a like [Source:HGNC Symbol;Acc:HGNC:10346]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000165502"
"ENSG00000196866","HIST1H2AD","Human","Gene","histone cluster 1 H2A family member d [Source:HGNC Symbol;Acc:HGNC:4729]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000196866"
"ENSG00000196890","HIST3H2BB","Human","Gene","histone cluster 3 H2B family member b [Source:HGNC Symbol;Acc:HGNC:20514]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000196890"
"ENSG00000197903","HIST1H2BK","Human","Gene","histone cluster 1 H2B family member k [Source:HGNC Symbol;Acc:HGNC:13954]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000197903"
"ENSG00000203811","HIST2H3C","Human","Gene","histone cluster 2 H3 family member c [Source:HGNC Symbol;Acc:HGNC:20503]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000203811"
"ENSG00000203812","HIST2H2AA3","Human","Gene","histone cluster 2 H2A family member a3 [Source:HGNC Symbol;Acc:HGNC:4736]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000203812"
"ENSG00000203852","HIST2H3A","Human","Gene","histone cluster 2 H3 family member a [Source:HGNC Symbol;Acc:HGNC:20505]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000203852"
"ENSG00000273703","HIST1H2BM","Human","Gene","histone cluster 1 H2B family member m [Source:HGNC Symbol;Acc:HGNC:4750]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000273703"
"ENSG00000274641","HIST1H2BO","Human","Gene","histone cluster 1 H2B family member o [Source:HGNC Symbol;Acc:HGNC:4758]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000274641"
"ENSG00000275713","HIST1H2BH","Human","Gene","histone cluster 1 H2B family member h [Source:HGNC Symbol;Acc:HGNC:4755]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000275713"
"ENSG00000276368","HIST1H2AJ","Human","Gene","histone cluster 1 H2A family member j [Source:HGNC Symbol;Acc:HGNC:4727]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000276368"
"ENSG00000276410","HIST1H2BB","Human","Gene","histone cluster 1 H2B family member b [Source:HGNC Symbol;Acc:HGNC:4751]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000276410"
"ENSG00000277075","HIST1H2AE","Human","Gene","histone cluster 1 H2A family member e [Source:HGNC Symbol;Acc:HGNC:4724]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000277075"
"ENSG00000278463","HIST1H2AB","Human","Gene","histone cluster 1 H2A family member b [Source:HGNC Symbol;Acc:HGNC:4734]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000278463"
"ENSG00000234289","H2BFS","Human","Gene","H2B histone family member S [Source:HGNC Symbol;Acc:HGNC:4762]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000234289"
"ENSG00000108298","RPL19","Human","Gene","ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:10312]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000108298"
"ENSG00000110700","RPS13","Human","Gene","ribosomal protein S13 [Source:HGNC Symbol;Acc:HGNC:10386]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000110700"
"ENSG00000101361","NOP56","Human","Gene","NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15911]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000101361"
"ENSG00000122406","RPL5","Human","Gene","ribosomal protein L5 [Source:HGNC Symbol;Acc:HGNC:10360]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000122406"
"ENSG00000171824","EXOSC10","Human","Gene","exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000171824"
"ENSG00000146047","HIST1H2BA","Human","Gene","histone cluster 1 H2B family member a [Source:HGNC Symbol;Acc:HGNC:18730]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000146047"
"ENSG00000164032","H2AFZ","Human","Gene","H2A histone family member Z [Source:HGNC Symbol;Acc:HGNC:4741]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000164032"
"ENSG00000136718","IMP4","Human","Gene","IMP4 homolog, U3 small nucleolar ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:30856]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000136718"
"ENSG00000180573","HIST1H2AC","Human","Gene","histone cluster 1 H2A family member c [Source:HGNC Symbol;Acc:HGNC:4733]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000180573"
"ENSG00000158373","HIST1H2BD","Human","Gene","histone cluster 1 H2B family member d [Source:HGNC Symbol;Acc:HGNC:4747]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000158373"
"ENSG00000183598","HIST2H3D","Human","Gene","histone cluster 2 H3 family member d [Source:HGNC Symbol;Acc:HGNC:25311]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000183598"
"ENSG00000184678","HIST2H2BE","Human","Gene","histone cluster 2 H2B family member e [Source:HGNC Symbol;Acc:HGNC:4760]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000184678"
"ENSG00000185130","HIST1H2BL","Human","Gene","histone cluster 1 H2B family member l [Source:HGNC Symbol;Acc:HGNC:4748]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000185130"
"ENSG00000198042","MAK16","Human","Gene","MAK16 homolog [Source:HGNC Symbol;Acc:HGNC:13703]  GO:0000460 (GO record; description: maturation of 5.8S rRNA,) is an external reference matched to Translation ENSP00000353246"
"ENSG00000107833","NPM3","Human","Gene","nucleophosmin/nucleoplasmin 3 [Source:HGNC Symbol;Acc:HGNC:7931]  GO:0006364 (GO record; description: rRNA processing,) is an external reference matched to Translation ENSP00000359128"
"ENSG00000164105","SAP30","Human","Gene","Sin3A associated protein 30 [Source:HGNC Symbol;Acc:HGNC:10532]  R-HSA-427413 (Reactome gene record; description: NoRC negatively regulates rRNA expression,) is an external reference matched to Gene ENSG00000164105"
"ENSG00000197728","RPS26","Human","Gene","ribosomal protein S26 [Source:HGNC Symbol;Acc:HGNC:10414]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000197728"
"ENSG00000198918","RPL39","Human","Gene","ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:10350]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000198918"
"ENSG00000280969","RPS4Y2","Human","Gene","ribosomal protein S4, Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:18501]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000280969"
"ENSG00000283900","RP1-5O6.7","Human","Gene","Casein kinase I isoform epsilon  [Source:UniProtKB/Swiss-Prot;Acc:P49674]  R-HSA-6791226 (Reactome record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Translation ENSP00000383067"
"ENSG00000229117","RPL41","Human","Gene","ribosomal protein L41 [Source:HGNC Symbol;Acc:HGNC:10354]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000229117"
"ENSG00000241370","RPP21","Human","Gene","ribonuclease P/MRP subunit p21 [Source:HGNC Symbol;Acc:HGNC:21300]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000241370"
"ENSG00000109475","RPL34","Human","Gene","ribosomal protein L34 [Source:HGNC Symbol;Acc:HGNC:10340]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000109475"
"ENSG00000112306","RPS12","Human","Gene","ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10385]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000112306"
"ENSG00000118181","RPS25","Human","Gene","ribosomal protein S25 [Source:HGNC Symbol;Acc:HGNC:10413]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000118181"
"ENSG00000124787","RPP40","Human","Gene","ribonuclease P/MRP subunit p40 [Source:HGNC Symbol;Acc:HGNC:20992]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000124787"
"ENSG00000125482","TTF1","Human","Gene","transcription termination factor 1 [Source:HGNC Symbol;Acc:HGNC:12397]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000125482"
"ENSG00000075914","EXOSC7","Human","Gene","exosome component 7 [Source:HGNC Symbol;Acc:HGNC:28112]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000075914"
"ENSG00000088930","XRN2","Human","Gene","5,-3, exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:12836]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000088930"
"ENSG00000001497","LAS1L","Human","Gene","LAS1 like, ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:25726]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000001497"
"ENSG00000065268","WDR18","Human","Gene","WD repeat domain 18 [Source:HGNC Symbol;Acc:HGNC:17956]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000065268"
"ENSG00000066379","ZNRD1","Human","Gene","zinc ribbon domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13182]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000066379"
"ENSG00000143303","RRNAD1","Human","Gene","ribosomal RNA adenine dimethylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24273]  GO:0000179 (GO record; description: rRNA (adenine-N6,N6-)-dimethyltransferase activity,) is an external reference matched to Translation ENSP00000357199"
"ENSG00000148688","RPP30","Human","Gene","ribonuclease P/MRP subunit p30 [Source:HGNC Symbol;Acc:HGNC:17688]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000148688"
"ENSG00000165732","DDX21","Human","Gene","DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000165732"
"ENSG00000136891","TEX10","Human","Gene","testis expressed 10 [Source:HGNC Symbol;Acc:HGNC:25988]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000136891"
"ENSG00000137818","RPLP1","Human","Gene","ribosomal protein lateral stalk subunit P1 [Source:HGNC Symbol;Acc:HGNC:10372]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000137818"
"ENSG00000152464","RPP38","Human","Gene","ribonuclease P/MRP subunit p38 [Source:HGNC Symbol;Acc:HGNC:30329]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000152464"
"ENSG00000153147","SMARCA5","Human","Gene","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:HGNC:11101]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000153147"
"ENSG00000161956","SENP3","Human","Gene","SUMO1/sentrin/SMT3 specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:17862]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000161956"
"ENSG00000283282","RNA5SP175","Human","Gene","RNA, 5S ribosomal pseudogene 175 [Source:HGNC Symbol;Acc:HGNC:43075]"
"ENSG00000283308","RNA5SP174","Human","Gene","RNA, 5S ribosomal pseudogene 174 [Source:HGNC Symbol;Acc:HGNC:43074]"
"ENSG00000283700","RNA5SP174","Human","Gene","RNA, 5S ribosomal pseudogene 174 [Source:HGNC Symbol;Acc:HGNC:43074]"
"ENSG00000284058","RNA5SP266","Human","Gene","RNA, 5S ribosomal pseudogene 266 [Source:HGNC Symbol;Acc:HGNC:43166]"
"ENSG00000198034","RPS4X","Human","Gene","ribosomal protein S4, X-linked [Source:HGNC Symbol;Acc:HGNC:10424]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000198034"
"ENSG00000198242","RPL23A","Human","Gene","ribosomal protein L23a [Source:HGNC Symbol;Acc:HGNC:10317]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000198242"
"ENSG00000231500","RPS18","Human","Gene","ribosomal protein S18 [Source:HGNC Symbol;Acc:HGNC:10401]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000231500"
"ENSG00000233927","RPS28","Human","Gene","ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:10418]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000233927"
"ENSG00000105671","DDX49","Human","Gene","DEAD-box helicase 49 [Source:HGNC Symbol;Acc:HGNC:18684]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000105671"
"ENSG00000125691","RPL23","Human","Gene","ribosomal protein L23 [Source:HGNC Symbol;Acc:HGNC:10316]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000125691"
"ENSG00000039123","SKIV2L2","Human","Gene","Ski2 like RNA helicase 2 [Source:HGNC Symbol;Acc:HGNC:18734]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000039123"
"ENSG00000171863","RPS7","Human","Gene","ribosomal protein S7 [Source:HGNC Symbol;Acc:HGNC:10440]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000171863"
"ENSG00000142534","RPS11","Human","Gene","ribosomal protein S11 [Source:HGNC Symbol;Acc:HGNC:10384]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000142534"
"ENSG00000142676","RPL11","Human","Gene","ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:10301]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000142676"
"ENSG00000143498","TAF1A","Human","Gene","TATA-box binding protein associated factor, RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:11532]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000143498"
"ENSG00000148303","RPL7A","Human","Gene","ribosomal protein L7a [Source:HGNC Symbol;Acc:HGNC:10364]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000148303"
"ENSG00000277594","DDX52","Human","Gene","DExD-box helicase 52 [Source:HGNC Symbol;Acc:HGNC:20038]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000277594"
"ENSG00000273802","HIST1H2BG","Human","Gene","histone cluster 1 H2B family member g [Source:HGNC Symbol;Acc:HGNC:4746]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000273802"
"ENSG00000274290","HIST1H2BE","Human","Gene","histone cluster 1 H2B family member e [Source:HGNC Symbol;Acc:HGNC:4753]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000274290"
"ENSG00000277224","HIST1H2BF","Human","Gene","histone cluster 1 H2B family member f [Source:HGNC Symbol;Acc:HGNC:4752]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000277224"
"ENSG00000278588","HIST1H2BI","Human","Gene","histone cluster 1 H2B family member i [Source:HGNC Symbol;Acc:HGNC:4756]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000278588"
"ENSG00000233822","HIST1H2BN","Human","Gene","histone cluster 1 H2B family member n [Source:HGNC Symbol;Acc:HGNC:4749]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000233822"
"ENSG00000105968","H2AFV","Human","Gene","H2A histone family member V [Source:HGNC Symbol;Acc:HGNC:20664]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000105968"
"ENSG00000115750","TAF1B","Human","Gene","TATA-box binding protein associated factor, RNA polymerase I subunit B [Source:HGNC Symbol;Acc:HGNC:11533]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000115750"
"ENSG00000124635","HIST1H2BJ","Human","Gene","histone cluster 1 H2B family member j [Source:HGNC Symbol;Acc:HGNC:4761]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000124635"
"ENSG00000170889","RPS9","Human","Gene","ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000170889"
"ENSG00000163041","H3F3A","Human","Gene","H3 histone family member 3A [Source:HGNC Symbol;Acc:HGNC:4764]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000163041"
"ENSG00000141076","UTP4","Human","Gene","UTP4, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:1983]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000141076"
"ENSG00000180596","HIST1H2BC","Human","Gene","histone cluster 1 H2B family member c [Source:HGNC Symbol;Acc:HGNC:4757]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000180596"
"ENSG00000161016","RPL8","Human","Gene","ribosomal protein L8 [Source:HGNC Symbol;Acc:HGNC:10368]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000161016"
"ENSG00000188486","H2AFX","Human","Gene","H2A histone family member X [Source:HGNC Symbol;Acc:HGNC:4739]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000188486"
"ENSG00000262788","UTP4","Human","Gene","UTP4, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:1983]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000262788"
"ENSG00000243927","MRPS6","Human","Gene","mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000382250"
"ENSG00000112110","MRPL18","Human","Gene","mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:14477]  GO:0008097 (GO record; description: 5S rRNA binding,) is an external reference matched to Translation ENSP00000356001"
"ENSG00000047056","WDR37","Human","Gene","WD repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:31406]  GO:0000460 (GO record; description: maturation of 5.8S rRNA,) is an external reference matched to Translation ENSP00000263150"
"ENSG00000145414","NAF1","Human","Gene","nuclear assembly factor 1 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:25126]  GO:0000454 (GO record; description: snoRNA guided rRNA pseudouridine synthesis,) is an external reference matched to Translation ENSP00000274054"
"ENSG00000174173","TRMT10C","Human","Gene","tRNA methyltransferase 10C, mitochondrial RNase P subunit [Source:HGNC Symbol;Acc:HGNC:26022]  R-HSA-72312 (Reactome gene record; description: rRNA processing,) is an external reference matched to Gene ENSG00000174173"
"ENSG00000177469","PTRF","Human","Gene","polymerase I and transcript release factor [Source:HGNC Symbol;Acc:HGNC:9688]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000349541"
"ENSG00000213741","RPS29","Human","Gene","ribosomal protein S29 [Source:HGNC Symbol;Acc:HGNC:10419]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000213741"
"ENSG00000215251","FASTKD5","Human","Gene","FAST kinase domains 5 [Source:HGNC Symbol;Acc:HGNC:25790]  GO:0019843 (GO record; description: rRNA binding,) is an external reference matched to Translation ENSP00000369618"
"ENSG00000241343","RPL36A","Human","Gene","ribosomal protein L36a [Source:HGNC Symbol;Acc:HGNC:10359]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000241343"
"ENSG00000108107","RPL28","Human","Gene","ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:10330]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000108107"
"ENSG00000114391","RPL24","Human","Gene","ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:10325]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000114391"
"ENSG00000100583","SAMD15","Human","Gene","sterile alpha motif domain containing 15 [Source:HGNC Symbol;Acc:HGNC:18631]  GO:0006364 (GO record; description: rRNA processing,) is an external reference matched to Translation ENSP00000216471"
"ENSG00000101782","RIOK3","Human","Gene","RIO kinase 3 [Source:HGNC Symbol;Acc:HGNC:11451]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000101782"
"ENSG00000105640","RPL18A","Human","Gene","ribosomal protein L18a [Source:HGNC Symbol;Acc:HGNC:10311]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000105640"
"ENSG00000116251","RPL22","Human","Gene","ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:10315]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000116251"
"ENSG00000120699","EXOSC8","Human","Gene","exosome component 8 [Source:HGNC Symbol;Acc:HGNC:17035]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000120699"
"ENSG00000122026","RPL21","Human","Gene","ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:10313]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000122026"
"ENSG00000124614","RPS10","Human","Gene","ribosomal protein S10 [Source:HGNC Symbol;Acc:HGNC:10383]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000124614"
"ENSG00000068654","POLR1A","Human","Gene","RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:17264]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000068654"
"ENSG00000071082","RPL31","Human","Gene","ribosomal protein L31 [Source:HGNC Symbol;Acc:HGNC:10334]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000071082"
"ENSG00000083845","RPS5","Human","Gene","ribosomal protein S5 [Source:HGNC Symbol;Acc:HGNC:10426]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000083845"
"ENSG00000171311","EXOSC1","Human","Gene","exosome component 1 [Source:HGNC Symbol;Acc:HGNC:17286]  R-HSA-6791226 (Reactome gene record; description: Major pathway of rRNA processing in the nucleolus and cytosol,) is an external reference matched to Gene ENSG00000171311"
"ENSG00000171453","POLR1C","Human","Gene","RNA polymerase I subunit C [Source:HGNC Symbol;Acc:HGNC:20194]  R-HSA-5250913 (Reactome gene record; description: Positive epigenetic regulation of rRNA expression,) is an external reference matched to Gene ENSG00000171453"
